,user_ID,name,affiliation
106,sFzkGwMAAAAJ,Tuong Vi Tran,"PhD of Petrochemistry, Thammasat University"
107,-z8vR6sAAAAJ,Suthisak Kraisornsuthasinee,"Thammasat Business School, Thammasat University"
108,SWN6W_QAAAAJ,Chaiyuth Padungsaksawasdi,Thammasat Business School
109,spTpSjkAAAAJ,Laddawan Aiemsomboon,Thammasat University
110,LCVBkkUAAAAJ,Wai Chamornmarn,Thammasat university
111,fivSEYsAAAAJ,Pailin Trongmateerut,"Department of Accounting, Thammasat Business School"
112,oGaYAk8AAAAJ,Wararit Panichkitkosolkul,Thammasat University
113,uwsM0J0AAAAJ,Daranee Jareemit,"Faculty of Architecture and Planning, Thammasat University"
114,JHAt9hIAAAAJ,Uma Langkulsen,"Faculty of Public Health, Thammasat University"
115,UCNA6dQAAAAJ,Pokpong Songmuang,"Thammasat University, Department of Computer Science"
116,NA2hZ_sAAAAJ,Krisada Chaiyasarn,"Department of Civil Engineering, Thammasat University"
117,_K7vu3QAAAAJ,Worapop Suthiwartnarueput,"Department of Pathology and Forensic medicine, Faculty of Medicine, Thammasat University …"
118,3vsR_PYAAAAJ,Nuchada Dumrongsiri,Thammasat University
119,7TAVi-cAAAAJ,Ganchai Tanapornraweekit,Sirindhorn International Institute of Technology
120,4oYHGwEAAAAJ,Panichakorn Jaiyong,"Thammasat University, University of Manchester"
121,hfgLbmsAAAAJ,Kanoktip Pansuksan,Thammasat University
122,q3a3c6wAAAAJ,Chainarong Chaktranond,"Department of Mechanical Engineering, Faculty of Engineering, Thammasat University …"
123,AWp-inYAAAAJ,Sophida Sukprasert,"CICM, Thammasat University"
124,w57gQ0EAAAAJ,Asst.Prof.Dr Songsakdi Rongviriyapanish,"Faculty of Science and Technology, Thammasat University"
125,JS7ITa0AAAAJ,Wasin Siwasarit,"Department of Economics, Thammasat University"
126,CIGup-kAAAAJ,Sakol Suethanapornkul,"Department of English and Linguistics, Faculty of Liberal Arts, Thammasat University"
127,u__8k3QAAAAJ,Suthikorn Kingkaew,Thammasat Business School
128,D-gCjy0AAAAJ,Wiroj Limtrakarn,"Professor of Mechanical Engineering, Thammasat University"
129,o656ai0AAAAJ,Patarawan Sangnawakij,"Lecturer of Statistics, Thammasat University"
130,k2XMMGMAAAAJ,Patnaree Srisuphaolarn,Thammasat Business School
131,UxO9m6MAAAAJ,Sirirat Na Ranong,Thammasat University
132,WLlm5VwAAAAJ,Bhuminan Piyathasanan,Lecturer of Thammasat Business School
133,xrKrnPUAAAAJ,Sangdao Wongsai,Thammasat University
134,2f1eUr8AAAAJ,AJ Benjamin Clarke,"Department of English and Linguistics, Thammasat University, Thailand"
135,-LjZjBYAAAAJ,Rachada Kongkachandra,Thammasat University
136,J-2GSGUAAAAJ,"Kewalin Inthanon, PhD, MPhil.","Biotechnology, Faculty of Science and Technology, Thammasat University"
137,Gwc1_EMAAAAJ,Woraphon Wattanatorn,Thammasat University
138,IzGKIBkAAAAJ,Supakit Prueksaaroon,"Faculty of Engineering, Thammasat University"
139,91z1Tv8AAAAJ,Prapaporn Rattanatamrong,"Computer Science, Thammasat University"
140,eyIlf_4AAAAJ,Sarun Gulyanon,Thammasat University
141,e-JEPVoAAAAJ,Panya Issarawornrawanich,"Thammasat Business School, Thammasat University"
142,X0V5Y3QAAAAJ,Monthon Sorakraikitikul,Thammasat Business School
143,PydiLw4AAAAJ,Chanintira na Thalang,Thammasat University
144,ULsutnMAAAAJ,Peerasak Intarapaiboon,Thammasat University
145,zXscJoAAAAAJ,Neramitr Chirakanphaisarn,Thammasat University
146,OFO6l_gAAAAJ,Rangsiman Soonthornchaiya,Thammasat university
147,X4m6MKgAAAAJ,Monvika Phadoongsitthi,"Thammasat Business School, Thammasat University"
148,_xTQ204AAAAJ,Kesorn Suwanprasert,Faculty of Medicine Thammasat University
149,7zY04eEAAAAJ,Asst.Prof.Dr.Kongkoon Tochaiwat,"Thammasat University, Thailand"
150,yzNFy8cAAAAJ,Bhawat Traipattanakul,Sirindhorn International Institute of Technology
151,KJWyA3sAAAAJ,Monthon Kanokpermpoon,"Lecturer in TESOL, Language Institute, Thammasat University"
152,9SEyR-8AAAAJ,Suntichai Kotcharin,Thammasat University
153,G35ltCcAAAAJ,Arslan Khalid,"Sirindhorn International Institute of Technology, Thammasat University, Thailand"
154,J-TTqwQAAAAJ,Chalirmporn Atasilp,Thammasat University
155,qQJDFmEAAAAJ,Pattarin Pirompanich,Thammasat University
156,G3WUmckAAAAJ,Asst.Prof. Dr. Tanatorn Tanantong,"Department of Computer Science, Thammasat University"
157,0axTu80AAAAJ,Winchana Srivilaithon,Thammasat University
158,N5APA98AAAAJ,Wasit Limprasert,Thammasat University
159,qKEumTMAAAAJ,Assoc. Prof. Dr. Nidtaya Takviriyanun,"Faculty of Nursing, Thammasat University"
160,8cHPaJgAAAAJ,Yukti Mukdawijitra,"Faculty of Sociology and Anthropology, Thammasat University"
161,9oCT6R0AAAAJ,Piyaphong Panpisut,"Faculty of Dentistry, Thammasat University"
162,ItLUYmwAAAAJ,Warut Pannakkong,"Sirindhorn International Institute of Technology, Thammasat University"
163,Uaa1KsoAAAAJ,Ali Turab,Thammasat University
164,29a2yH0AAAAJ,W. Marurngsith (Diaz Carballo),"Assistant Professor of Computer Science, Thammasat University"
165,XXllPi4AAAAJ,"Irfan Ahmad, PhD","SIIT, Thammasat University"
166,dJU_ZQMAAAAJ,Wilaiporn Kotbungkair,Thammasat University
167,4JcGoFYAAAAJ,"Asst. Prof. Pimonmart Wankanapon, PhD","Faculty of Architecture and Planning,Thammasat University"
168,bcJvUQUAAAAJ,Pornraht Pongprasert,"Lecturer, Real Estate Business Department, Thammasat Business School, Thammasat …"
169,dFNZTekAAAAJ,Natenapha Yabushita,Thammasat Business School
170,9B2xPZwAAAAJ,Sakkakom Maneenop,"Department of Finance, Thammasat Business School"
171,pvCnCF0AAAAJ,Nunthika Puthikanon,Thammasat University
172,MX7TAskAAAAJ,Tipsuda Chaipiboonwong ( ทิพย์สุดา ไชยไพบูลย์วงศ์ ),"Department of Physics, Thammasat University"
173,HLXaHaQAAAAJ,Thoetphum Benyakorn,"Assistant Professor of Surgery, Thammasat University"
174,sPNLbBEAAAAJ,Pasitpon Vatcharavongvan,"Faculty of medicine, Thammasat University"
175,THq7zHkAAAAJ,Pana Suttakul,"Sirindhorn International Institute of Technology, Thammasat University"
176,_6Bg2wMAAAAJ,Riza Eka Saputra,"Master's Student at Sirindhorn International Institute of Technology (SIIT), Thammasat …"
177,USNdDDcAAAAJ,Mahesh Kumar Sharma,"Department of Electrical and Computer Engineering, Thammasat University, Rangsit …"
178,O5v1JZwAAAAJ,Pongphan Leelatien,Thammasat University
179,_yizwDoAAAAJ,Patchanok Srisuradetchai,Thammasat University
180,PkFWEbUAAAAJ,Charlie Thame,"Assistant Professor in International Relations, Thammasat University"
181,HI_T5EQAAAAJ,boonanan natakun,"Lecturer in interior architecture, Faculty of Architecture and Planning, Thammasat University"
182,4Qnf3T0AAAAJ,Kedwadee Sombultawee,Assistant professor of Thammasat University
183,TSl-lysAAAAJ,Krittakom Srijiranon,"Department of Computer Science, Faculty of Science and Technology, Thammasat …"
184,izbSPNwAAAAJ,Vanlee Siriganjanavong,Thammasat University
185,D6PmTr8AAAAJ,Chatphorn Theppitak,Thammasat University
186,INGqUvAAAAAJ,Pimsiri Taylor,"The Language Institute, Thammasat University"
187,ZfF9ubwAAAAJ,Ray Wang,Thammasat University
188,9XBboDkAAAAJ,Laliphat Manamanchaiyaporn,"Department of Mechanical Engineering, Thammasat University"
189,g3Jq1TkAAAAJ,Dichapong Pongpattrachai,Thammasat Business School
190,ICKbTXkAAAAJ,Le Kim Hoang Pham,"Ph.D student, Thammasat University"
191,q1CwtV8AAAAJ,Anh Tuan Ta,Thammasat University
192,0ixSekYAAAAJ,Panitharn Juntongjin,Thammasat Business School
193,qk2DoWMAAAAJ,"Teerachai Arunruangsirilert, PhD, CPA, FAC","Assistant Professor of Accounting Department, Thammasat Business School, Thammasat …"
194,ASISt-UAAAAJ,Neil Bowen,"Lecturer, Thammasat University"
195,7XxhxlsAAAAJ,Euamporn Phijaisanit (เอื้อมพร พิชัยสนิธ),"Professor of Economics, Thammasat University"
196,As7myZIAAAAJ,Tiraphap Fakthong,"Lecturer in Economics, Thammasat University"
197,N08YncAAAAAJ,Prapimphan Chiengkul,"Assistant Professor at Faculty of Political Science, Thammasat University"
198,_7fILAQAAAAJ,John Chocce,Thammasat University
199,SkUKkNUcfwAC,Sayambhu Saita,"Faculty of Public Health, Thammasat University"
200,lxGhO6UAAAAJ,Bipul Neupane,Sirindhorn International Institute of Technology
201,LhsrvBN9-nAC,"Jinpitcha Mamom (Mamom, J),RN,APN,MNS,Ph.D","Associate Professor of Faculty of Nursing,Thammasat University"
202,n-F4VHUAAAAJ,Sirisilp Kongsilp,"Lecturer, Thammasat University"
203,q9z33g4AAAAJ,ChomChuen Somprasert.Ph.D.,"Assistant Professor,Faculty of Nursing ,Thammasat University"
204,qTFHbHcAAAAJ,Jurairat Boonruab,Thammasat University
205,Ii3pam0AAAAJ,Aua-aree Boonperm,"Department of Mathematics and Statistics, Faculty of Science and Technology, Thammasat …"
206,eC_Fj1MAAAAJ,Dr.Pongsagon Vichitvejpaisal,"Faculty of Science and Technology, Thammasat University"
207,Ah17OAUAAAAJ,Pyae Pyae Phyo,"Sirindhorn International Institute of Technology, Thammasat University"
208,K59DsAYAAAAJ,Lalin Kovudhikulrungsri,Thammasat University
209,uYC0ev0AAAAJ,Dr.Jittipat Poonkham,"Assistant Professor in International Relations, Thammasat University"
210,UYBOrx8AAAAJ,Nattagorn Choochouy,"Faculty of Public Health, Thammasat University"
211,yTuDX_AAAAAJ,Methawut Peerapornvitoon,Thammasat Business School
212,bEJVMRkAAAAJ,Niti Rattanaprichavej,"Lecturer at Thammasat Business School, Thammasat University"
213,j1EEDVAAAAAJ,Rujira Chaysiri,"Sirindhorn International Institute of Technology, Thammasat University"
214,WACc7p8AAAAJ,Norapon Sukuntee,Thammasat University
215,CqXuJJEAAAAJ,Yanisa Chaiya,Thammasat University
216,Inr0vGsAAAAJ,Deepshikha Bhargava,Ph.D fellow at Thammasat University
217,0zYPUFYAAAAJ,Istvan Rado,"Lecturer, Thammasat University"
218,IcyU_o8AAAAJ,Pachara Pacharavanich,Thammasat University
219,GpXErcoAAAAJ,Mijanur Rahman,"Research Faculty, Sirindhorn International Institute of Technology, Thammasat University …"
220,F1KNLPoAAAAJ,Natee Sirisit,"Lecturer, Faculty of Science and Technology, Thammasat University"
221,j_-vVloAAAAJ,Wannipat Buated,"Lecturer of Physical Therapy, Thammasat University, Thailand"
222,GPHC1nYAAAAJ,Anuchit Toomaneejinda,Thammasat University
223,sqL68ngAAAAJ,Saung Hnin Pwint Oo,"Sirindhorn International Institute of Technology, Thammasat University"
224,AQJjKigAAAAJ,Surat Teerakapibal,"Thammasat Business School, Thammasat University"
225,O24K-w4AAAAJ,Preechaya Mongkolhutthi,Thammasat University
226,Y57MuVQAAAAJ,Munin Pongsapan,"Dean and Associate Professor, Faculty of Law, Thammasat University"
227,ks55vhEAAAAJ,Joshua D. Bernstein,Thammasat University
228,iSFagm4AAAAJ,Wilasinee Pananakhonsab,Thammasat University
229,DCooF0wAAAAJ,Dipendra KC,Thammasat University
230,WPuwUZMAAAAJ,Peraset Chompuming,Thammasat Business School
231,9mytLJIAAAAJ,Sarunwit Promsaka Na Sakonnakron,"University instructor, Thammasat University"
232,dq3WmHQAAAAJ,Nantapath Trakultraipruk,"Lecturer of Mathematics, Thammasat University"
233,p9PelikAAAAJ,Winyu Ardrugsa (วิญญู อาจรักษา),"Lecturer, Faculty of Architecture and Planning, Thammasat University"
234,ipJcMJcAAAAJ,Napong Tao Rugkhapan,"School of Global Studies, Thammasat University"
235,A2k2QQkAAAAJ,Wanissa Suanin,Thammsat University
236,iMRlM8sAAAAJ,Thanyaporn Soontornthum,Thammasat University
237,HybQ8ngAAAAJ,Harald Kraus,"Lecturer, Thammasat University, Thailand"
238,d2mMM0AAAAAJ,Romrawin Chumpu,Sirindhorn International Institute of Technology
239,vR6Vn6kAAAAJ,Winai Nadee,Thammasat Business School
240,zET-XbsAAAAJ,Tin Tin Khaing,"School of ICT, Sirindhorn International Institute of Technology, Thammasat University"
241,G047LH0AAAAJ,Anutchanat Jaroenjitrkam,Thammasat Business School
242,rMOfJy0AAAAJ,Fa Likitswat,"Assistant Professor of Landscape Architecture, Thammasat University"
243,dcVpvJIAAAAJ,Kornkamon Tantiwanit,"Assistant Professor, Thammasat University"
244,Ax9NZsUAAAAJ,Thanaruk T.,"Sirindhorn International Institute of Technology, Thammasat University"
245,TYPnwPUAAAAJ,Naris Charoenporn,"Faculty of Engineering, Thammasat University, Thailand"
246,2UnQJJoAAAAJ,Suwadee Jiajaroen,Thammasat University
247,CWvrgp8AAAAJ,Somkiat Kosolsombat,Thammasat University
248,Pujc2AoAAAAJ,Sukrit Vinayavekhin (Bank),"Lecturer of Innovation and Operations Management, Thammasat Business School"
249,Dlt8lIMAAAAJ,Panjasit Chokesamritpol,"PhD Candidate, Thammasat University"
250,CgtsqesAAAAJ,Jirapa Tangsritrakul,"Faculty of Science and Technology, Thammasat University"
251,85EifHMAAAAJ,Vimolchaya Yanasugondha,"Assistant Professor, Language Institute, Thammasat University"
252,JHcgfJAAAAAJ,Lapinee Kosonboon,Thammasat Business School
253,Nbx28GwAAAAJ,Alisara Rungnontarat CHARINSARN,Thammasat Business School
254,tVti2RUAAAAJ,Asan Suwannarit,"Faculty of Architecture and Planning, Thammasat University"
255,gsZZQLcAAAAJ,Supa Vittaporn,Thammasat University
256,qVvRRnYAAAAJ,Sustarum Thammaboosadee,Associate Professor Thammasat University
257,r7Sq8sEAAAAJ,Raisha Shrestha,Thammasat University
258,EolBIDUAAAAJ,surachai tumtavitikul,"Thammasat Business School, Thammasat University"
259,Ap9OHc8AAAAJ,Pattaramas Jantasin,"Lecturer, Language Institute, Thammasat University"
260,gp62eGMAAAAJ,Prakirati Satasut,"Faculty of Sociology and Anthropology, Thammasat University"
261,9h513rsAAAAJ,Chamath DY Yahampath Arachchige Don,"PhD student, Sirindhorn International Institute of Technology, Thammasat University"
262,rDT8OsUAAAAJ,Frederic Carral,Thammasat University
263,pxcBG9EAAAAJ,Chorney Eang,"Doctor of Advanced Materials Science, Sirindhorn International Institute of Technology"
264,oZ6CJ6YAAAAJ,Frederic Carral,"Thammasat University, Bangkok"
265,DXcnFl0AAAAJ,Chanchai Tangruenrat,"Lecturer of Accounting, Thammasat Business School"
266,2uezSbcAAAAJ,Pit Jongwattanakul,"Faculty of Economics, Thammasat University"
267,cW56GYoAAAAJ,Sitthiphon Kruarattikan,"Associate Professor, Thammasat University"
268,lHMNqlUAAAAJ,Ekapon Thienthaworn,Thammasat University
269,UC06tasAAAAJ,Alim Bubu Swarga,"Postgraduate Student, Thammasat University"
270,PFgTJB4AAAAJ,Roongtip Duangkaew,Thammasat University
271,me74QsoAAAAJ,Vithearin CHORN,"Sirindhorn International Institute of Technology, Thammasat University"
272,ZFd-YFUAAAAJ,Sairag Sa-adprai,Thammasat University
273,LRgON_8AAAAJ,Thanatchaphan Petcharat,"College of Interdisciplinary Studies, Thammasat University"
274,hNfScgYAAAAJ,Pham Le Phuong Tu,"Doctor of Advanced Materials Science, Sirindhorn International Institute of Technology"
275,E05cI2EAAAAJ,Anuwan Thongmooh,Thammasat University
276,M8J4XTsAAAAJ,Krit Pattamaroj,"Department of Operations Management, Thammasat Business School"
277,ikwIuPQAAAAJ,Nontawan Yomchinda,Thammasat Business School
278,rkXitr0AAAAJ,Supoj Chawawiwat,"Professor of logistics and maritime transport, Thammasat University"
279,hJmsXnEAAAAJ,APINANT Phongmethakul,"Instructor, Faculty of Architecture and Planning, Thammasat University, Thailand."
280,7HQzgrUAAAAJ,Chol Bunnag,"Faculty of Economics, Thammasat University"
281,VjdiUagAAAAJ,Wonghatai Tunshevavong,"Assoc. Prof. of Faculty of Journalism and Mass Communication, Thammasat University"
282,OGVgO6UAAAAJ,Patipat Sathaporn,"Thammasat Secondary School, Faculty of Learning sciences and Education, Thammasat …"
283,TLFWD2cAAAAJ,Benjamas Tulyanitikul,Thammasat University
284,Lnz5GzUAAAAJ,Sompoke Kingkaew,"Lecturer in Environmental Health, Thammasat University"
285,14OweVIAAAAJ,Chandra Restu Pakarti,Master Student at Sirindhorn International Institute of Technology Thammasat University
286,aD2BTokAAAAJ,Su Su Nwal,"PhD candidate, Thammasat University"
287,n0x3Lh0AAAAJ,Poompak Kusawat,"PhD Candidate, Thammasat University"
288,MAkv2BEAAAAJ,Parichart Pattarapanitchai,"PhD Candidate, Thammasat University"
289,AyhSxrsAAAAJ,Dr. Aung Naing Oo,"School of Global Studies, Thammasat University"
290,xiC0frUAAAAJ,sivarin lertpusit,Thammasat University
291,m-GKlyUAAAAJ,Shekhar Mahat,Thammasat University
292,-jZ4QcIAAAAJ,Kraithep Sirisanwannakul,Sirindhorn International Institute of Technology
293,NLshr9gAAAAJ,Ines Ayu Handayani,"Master's Student, SIIT, Thammasat University"
294,oALsv34AAAAJ,Kritsasith Warin,"Lecturer, Faculty of Dentistry, Thammasat University"
295,kJaNuNMAAAAJ,Dulyaphab Chaturongkul,"Lecturer in Political Science, Thammasat University"
296,7XmRxVUAAAAJ,Punnavich Khowrurk,"Department of Computer Science,Thammasat University ·"
297,vvP6YwkAAAAJ,Adipon Euajarusphan,"Lecturer , Thammasat University"
